Annotation,Speaker,Utterance,,
,%add:,chi,,
NOP,*MOT:,until you can learn how to play with it .,,
,%mor:,sconj|until pron|you-Prs-Nom-S2 aux|can-Fin-S verb|learn-Inf-S adv|how part|to verb|play-Inf-S adp|with pron|it-Prs-Acc-S3 .,,
,%gra:,1|4|MARK 2|4|NSUBJ 3|4|AUX 4|9|ROOT 5|4|OBJ 6|7|MARK 7|5|ACL 8|9|CASE 9|7|OBL 10|4|PUNCT,,
NOP,*MOT:,because Playdoh is not for eating .,,
,%mor:,sconj|because noun|Playdoh aux|be-Fin-Ind-Pres-S3 part|not adp|for noun|eating .,,
,%gra:,1|6|MARK 2|6|NSUBJ 3|6|COP 4|6|ADVMOD 5|6|CASE 6|6|ROOT 7|6|PUNCT,,
NOP,*MOT:,that's why you're mad at me .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adv|why pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 adj|mad-Pos-S1 adp|at pron|I-Prs-Acc-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|8|ROOT 4|6|NSUBJ 5|6|COP 6|3|ADVCL-RELCL 7|8|CASE 8|6|OBL 9|3|PUNCT,,
NOP,*MOT:,I'm glad you told me (4.) .,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|glad-Pos-S1 pron|you-Prs-Nom-S2 verb|tell-Fin-Ind-Past-S2 pron|I-Prs-Acc-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|6|ROOT 4|5|NSUBJ 5|3|CCOMP 6|5|IOBJ 7|3|PUNCT,,
NOP,*CHI:,xxx .,,
,%com:,referring to the record,,
,%add:,mot,,
NOP,*CHI:,I want to make it wouder [: louder] .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 part|to verb|make-Inf-S pron|it-Prs-Acc-S3 adj|loud-Cmp-S1 .,,
,%gra:,1|2|NSUBJ 2|6|ROOT 3|4|MARK 4|2|XCOMP 5|4|OBJ 6|4|XCOMP 7|2|PUNCT,,
NOP,*MOT:,you wanna make it a little louder ?,,
,%mor:,pron|you-Prs-Nom-S2 aux|wanna-Fin-S verb|make-Inf-S pron|it-Prs-Acc-S3 det|a-Ind-Art adj|little-Pos-S1 adj|loud-Cmp-S1 ?,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|7|ROOT 4|3|OBJ 5|6|DET 6|7|OBL-NPMOD 7|3|XCOMP 8|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,okay .,,
,%mor:,intj|okay .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,I'll do it for you (5.) .,,
,%mor:,pron|I-Prs-Nom-S1~aux|will-Fin-S verb|do-Inf-S pron|it-Prs-Acc-S3 adp|for pron|you-Prs-Acc-S2 .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|3|OBJ 5|6|CASE 6|3|OBL 7|3|PUNCT,,
NOP,*FAT:,you're dancing to it ?,,
,%mor:,pron|you-Prs-Nom-S2~aux|be-Fin-Ind-Pres-S2 verb|dance-Part-Pres-S adp|to pron|it-Prs-Acc-S3 ?,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|5|ROOT 4|5|CASE 5|3|OBL 6|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%exp:,record is noticeably louder,,
,%add:,fat,,
NOP,*FAT:,we [//] who's this now ?,,
,%mor:,pron|who-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 adv|now ?,,
,%gra:,1|3|NSUBJ 2|3|COP 3|4|ROOT 4|3|ADVMOD 5|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,what ?,,
,%mor:,pron|what-Int-S1 ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,fat,,
NOP,*MOT:,"they're doing the letter +""/.",,
,%mor:,"pron|they-Prs-Nom-P3~aux|be-Fin-Ind-Pres-P3 verb|do-Part-Pres-S det|the-Def-Art noun|letter +""/.",,
,%gra:,1|3|NSUBJ 2|3|AUX 3|5|ROOT 4|5|DET 5|3|OBJ 6|3|PUNCT,,
,%add:,chi and fat,,
NOP,*MOT:,#ERROR!,,
,%mor:,noun|be .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*FAT:,who's that ?,,
,%mor:,pron|who-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem-S1 ?,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,oonie [: Ernie] .,,
,%mor:,noun|Ernie .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%com:,trying to say ernie,,
,%add:,fat,,
NOP,*MOT:,is it ?,,
,%mor:,aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?,,
,%gra:,1|2|COP 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
POL,*MOT:,I can't tell [>] .,,
,%mor:,pron|I-Prs-Nom-S1 aux|can-Fin-S~part|not verb|tell-Inf-S .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT,,
NOP,*FAT:,yes [<] .,,
,%mor:,intj|yes .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,I &~ha [//] I'm a visual person .,,
,%mor:,pron|I-Prs-Nom-S1 pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 det|a-Ind-Art adj|visual-Pos-S1 noun|person .,,
,%gra:,1|6|VOCATIVE 2|6|NSUBJ 3|6|COP 4|6|DET 5|6|AMOD 6|6|ROOT 7|6|PUNCT,,
,%add:,fat and jan,,
NOP,*MOT:,I hafta see them .,,
,%mor:,pron|I-Prs-Nom-S1 aux|hafta-Fin-S verb|see-Inf-S pron|they-Prs-Acc-P3 .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
NOP,*FAT:,doesn't it sound like something ?,,
,%mor:,aux|do-Fin-Ind-Pres-S3~part|not pron|it-Prs-Nom-S3 verb|sound-Inf-S adp|like pron|something-Ind-S1 ?,,
,%gra:,1|4|AUX 2|4|ADVMOD 3|4|NSUBJ 4|6|ROOT 5|6|CASE 6|4|OBL 7|4|PUNCT,,
,%add:,chi,,
NOP,*FAT:,xxx ?,,
NOP,*FAT:,<says softly> [>] .,,
,%mor:,verb|say-Fin-Ind-Pres-S3 adv|softly .,,
,%gra:,1|2|ROOT 2|1|ADVMOD 3|1|PUNCT,,
NOP,*CHI:,xxx .,,
,%add:,fat,,
NOP,*MOT:,what ?,,
,%mor:,pron|what-Int-S1 ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I wuv [: love] Denise .,,
,%mor:,pron|I-Prs-Nom-S1 verb|love-Fin-Ind-Pres-S1 noun|Denise .,,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%com:,love,,
,%add:,mot,,
NOP,*MOT:,you love Denise .,,
,%mor:,pron|you-Prs-Nom-S2 verb|love-Fin-Ind-Pres-S2 noun|Denise .,,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|OBJ 4|2|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,Denise is one of the little girls in the playgroup (.) that was here today .,,
,%mor:,noun|Denise aux|be-Fin-Ind-Pres-S3 num|one adp|of det|the-Def-Art adj|little-Pos-S1 noun|girl-Plur adp|in det|the-Def-Art noun|playgroup pron|that-Rel-S1 aux|be-Fin-Ind-Past-S3 adv|here noun|today .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|14|ROOT 4|7|CASE 5|7|DET 6|7|AMOD 7|3|NMOD 8|10|CASE 9|10|DET 10|7|NMOD 11|13|NSUBJ 12|13|COP 13|7|ACL-RELCL 14|13|OBL-TMOD 15|3|PUNCT,,
,%add:,JAN and fat,,
NOP,*MOT:,do you know what Denise xxx [>] .,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|know-Inf-S pron|what-Rel-S1 noun|Denise .,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|5|ROOT 4|3|OBJ 5|4|FLAT 6|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,xxx [<] xxx .,,
,%add:,mot,,
NOP,*MOT:,no: that's Janet .,,
,%mor:,intj|no pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 noun|Janet .,,
,%gra:,1|4|DISCOURSE 2|4|NSUBJ 3|4|COP 4|4|ROOT 5|4|PUNCT,,
,%add:,chi,,
NOP,*MOT:,do you love Janet ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|love-Inf-S noun|Janet ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
NOP,*JAN:,0 [=! chuckles] .,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*JAN:,&=laughs .,,
,%add:,fat,,
NOP,*FAT:,xxx [>] .,,
,%add:,unknown,,
POL,*JAN:,"ah [<] gee , thanks .",,
,%mor:,intj|ah intj|gee cm|cm noun|thanks .,,
,%gra:,1|4|ROOT 2|1|DISCOURSE 3|4|PUNCT 4|1|DISCOURSE 5|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,can you tell Daddy about the doll that Denise had ?,,
,%mor:,aux|can-Fin-S pron|you-Prs-Nom-S2 verb|tell-Inf-S noun|Daddy adp|about det|the-Def-Art noun|doll pron|that-Rel-S1 noun|Denise verb|have-Fin-Ind-Past-S3 ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|10|ROOT 4|3|IOBJ 5|7|CASE 6|7|DET 7|3|OBL 8|10|OBJ 9|10|NSUBJ 10|7|ACL-RELCL 11|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,what was it like ?,,
,%mor:,pron|what-Int-S1 aux|be-Fin-Ind-Past-S3 pron|it-Prs-Nom-S3 adj|like-Pos-S1 ?,,
,%gra:,1|4|ROOT 2|1|COP 3|1|NSUBJ 4|1|ADVMOD 5|1|PUNCT,,
NOP,*CHI:,a monkey .,,
,%mor:,det|a-Ind-Art noun|monkey .,,
,%gra:,1|2|DET 2|2|ROOT 3|2|PUNCT,,
,%add:,mot,,
NOP,*FAT:,was it like a monkey ?,,
,%mor:,aux|be-Fin-Ind-Past-S3 pron|it-Prs-Nom-S3 adp|like det|a-Ind-Art noun|monkey ?,,
,%gra:,1|5|COP 2|5|NSUBJ 3|5|CASE 4|5|DET 5|5|ROOT 6|5|PUNCT,,
,%add:,chi,,
NOP,*MOT:,no: what was the doll like that Denise had today ?,,
,%mor:,intj|no pron|what-Int-S1 aux|be-Fin-Ind-Past-S3 det|the-Def-Art noun|doll adp|like sconj|that noun|Denise verb|have-Fin-Ind-Past-S3 noun|today ?,,
,%gra:,1|2|DISCOURSE 2|10|ROOT 3|2|COP 4|5|DET 5|2|NSUBJ 6|9|MARK 7|9|OBJ 8|9|NSUBJ 9|5|ACL 10|9|OBL-TMOD 11|2|PUNCT,,
,%add:,chi,,
NOP,*MOT:,do you remember ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|remember-Inf-S ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|3|ROOT 4|3|PUNCT,,
NOP,*CHI:,a Sam: xxx .,,
,%mor:,det|a-Ind-Art noun|Sam .,,
,%gra:,1|2|DET 2|2|ROOT 3|2|PUNCT,,
,%exp:,record is playing Sammy the snake,,
,%add:,mot,,
NOP,*MOT:,it was Sam ?,,
,%mor:,pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 noun|Sam ?,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,yeah .,,
,%mor:,intj|yeah .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
POL,*MOT:,I don't know .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|4|ROOT 5|4|PUNCT,,
,%add:,chi,,
POL,*MOT:,maybe she had called it Sam .,,
,%mor:,adv|maybe pron|she-Prs-Nom-S3 aux|have-Fin-Ind-Past-S3 verb|call-Part-Past-S pron|it-Prs-Acc-S3 noun|Sam .,,
,%gra:,1|4|ADVMOD 2|4|NSUBJ 3|4|AUX 4|6|ROOT 5|4|OBJ 6|4|XCOMP 7|4|PUNCT,,
POL,*MOT:,could be .,,
,%mor:,aux|could-Fin-S aux|be-Inf-S .,,
,%gra:,1|2|AUX 2|2|ROOT 3|2|PUNCT,,
NOP,*MOT:,I didn't ask her .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1~part|not verb|ask-Inf-S pron|her-Prs-Acc-S3 .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|5|ROOT 5|4|IOBJ 6|4|PUNCT,,
NOP,*MOT:,but it was just like a doll that Nanette had at [/] at Mamie Ida's house .,,
,%mor:,cconj|but pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3 adv|just adp|like det|a-Ind-Art noun|doll pron|that-Rel-S1 noun|Nanette verb|have-Fin-Ind-Past-S3 adp|at noun|Mamie noun|Ida~part|s noun|house .,,
,%gra:,1|7|CC 2|7|NSUBJ 3|7|COP 4|7|ADVMOD 5|7|CASE 6|7|DET 7|15|ROOT 8|10|OBJ 9|10|NSUBJ 10|7|ACL-RELCL 11|15|CASE 12|15|NMOD-POSS 13|12|FLAT 14|12|CASE 15|10|OBL 16|7|PUNCT,,
,%add:,fat,,
NOP,*MOT:,does that say +...,,
,%mor:,aux|do-Fin-Ind-Pres-S3 pron|that-Dem-S1 verb|say-Inf-S +...,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"well , it won't be xxx ?",,
,%mor:,intj|well cm|cm pron|it-Prs-Nom-S3 aux|will-Fin-S~part|not aux|be-Inf-S ?,,
,%gra:,1|6|DISCOURSE 2|6|PUNCT 3|6|NSUBJ 4|6|AUX 5|6|ADVMOD 6|6|ROOT 7|6|PUNCT,,
NOP,*MOT:,(..) this is the letter s@l .,,
,%mor:,pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|letter part|s .,,
,%gra:,1|4|NSUBJ 2|4|COP 3|4|DET 4|5|ROOT 5|4|CASE 6|4|PUNCT,,
NOP,*MOT:,"do you wanna try using your fork , Nanette ?",,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 adv|wanna verb|try-Inf-S verb|use-Ger-S pron|your-Prs-Gen-S2 noun|fork cm|cm noun|Nanette ?,,
,%gra:,1|4|AUX 2|4|NSUBJ 3|4|ADVMOD 4|9|ROOT 5|4|XCOMP 6|7|NMOD-POSS 7|5|OBJ 8|9|PUNCT 9|4|PARATAXIS 10|4|PUNCT,,
NOP,*MOT:,"oh , the letter s@l Nanetter , Nanette , oh , Sa:rah .",,
,%mor:,intj|oh cm|cm det|the-Def-Art noun|letter part|s noun|Nanetter cm|cm noun|Nanette cm|cm intj|oh cm|cm noun|Sarah .,,
,%gra:,1|6|DISCOURSE 2|1|PUNCT 3|4|DET 4|6|NMOD-POSS 5|4|CASE 6|12|ROOT 7|8|PUNCT 8|6|CONJ 9|10|PUNCT 10|12|DISCOURSE 11|10|PUNCT 12|6|APPOS 13|6|PUNCT,,
NOP,*MOT:,S:arah begins with an +...,,
,%mor:,noun|Sarah verb|begin-Fin-Ind-Pres-S3 adp|with det|a-Ind-Art +...,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|CASE 4|2|OBL 5|2|PUNCT,,
NOP,*CHI:,s@l .,,
,%mor:,noun|be .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,that's right .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adj|right-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*FAT:,what letter makes the sss@o sound ?,,
,%mor:,det|what-Def-Int noun|letter verb|make-Fin-Ind-Pres-S3 det|the-Def-Art noun|sss verb|sound-Inf-S ?,,
,%gra:,1|2|DET 2|3|NSUBJ 3|6|ROOT 4|5|DET 5|3|OBJ 6|3|XCOMP 7|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,s@l s@l xxx .,,
,%mor:,part|s part|s .,,
,%gra:,1|2|ROOT 2|1|CASE 3|1|PUNCT,,
,%add:,fat,,
NOP,*FAT:,do you want more Brussel(s) sprouts ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S adj|more-Cmp-S1 noun|Brussels noun|sprout-Plur ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|6|ROOT 4|6|AMOD 5|6|COMPOUND 6|3|OBJ 7|3|PUNCT,,
,%add:,chi,,
NOP,*CHI:,I want more bwussel [: Brussel(s)] spwouts [: sprouts] .,,
,%mor:,pron|I-Prs-Nom-S1 verb|want-Fin-Ind-Pres-S1 adj|more-Cmp-S1 noun|Brussels noun|sprout-Plur .,,
,%gra:,1|2|NSUBJ 2|5|ROOT 3|5|AMOD 4|5|COMPOUND 5|2|OBJ 6|2|PUNCT,,.
,%add:,fat,,
NOP,*MOT:,try using the spoon .,,
,%mor:,verb|try-Fin-Imp-S verb|use-Ger-S det|the-Def-Art noun|spoon .,,
,%gra:,1|4|ROOT 2|1|XCOMP 3|4|DET 4|2|OBJ 5|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,okay .,,
,%mor:,intj|okay .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
POL,*MOT:,just try one at a time .,,
,%mor:,adv|just verb|try-Fin-Imp-S num|one adp|at det|a-Ind-Art noun|time .,,
,%gra:,1|2|ADVMOD 2|6|ROOT 3|2|OBJ 4|6|CASE 5|6|DET 6|2|OBL 7|2|PUNCT,,
NOP,*MOT:,cause I bet you forgot the one over there .,,
,%mor:,sconj|cause pron|I-Prs-Nom-S1 verb|bet-Fin-Ind-Pres-S1 pron|you-Prs-Nom-S2 verb|forget-Fin-Ind-Past-S2 det|the-Def-Art noun|one adp|over adv|there .,,
,%gra:,1|3|MARK 2|3|NSUBJ 3|9|ROOT 4|5|NSUBJ 5|3|CCOMP 6|7|DET 7|5|OBJ 8|9|CASE 9|5|ADVMOD 10|3|PUNCT,,
NOP,*MOT:,do you like it ?,,
,%mor:,aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|like-Inf-S pron|it-Prs-Acc-S3 ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|4|ROOT 4|3|OBJ 5|3|PUNCT,,
NOP,*CHI:,yep .,,
,%mor:,intj|yep .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,I'm glad !,,
,%mor:,pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 adj|glad-Pos-S1 !,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,I didn't know whether you would or not .,,
,%mor:,pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Past-S1~part|not verb|know-Inf-S sconj|whether pron|you-Prs-Nom-S2 aux|would-Fin-S cconj|or part|not .,,
,%gra:,1|4|NSUBJ 2|4|AUX 3|4|ADVMOD 4|9|ROOT 5|7|MARK 6|7|NSUBJ 7|4|CCOMP 8|9|CC 9|7|CONJ 10|4|PUNCT,,
NOP,*MOT:,what's it taste like ?,,
,%mor:,pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 noun|taste adp|like ?,,
,%gra:,1|5|ROOT 2|1|COP 3|4|NSUBJ 4|1|NSUBJ 5|1|CASE 6|1|PUNCT,,
NOP,*CHI:,hamburger .,,
,%mor:,noun|hamburger .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*FAT:,0 [=! chuckles] .,,
NOP,*MOT:,that's right .,,
,%mor:,pron|that-Dem-S1~aux|be-Fin-Ind-Pres-S3 adj|right-Pos-S1 .,,
,%gra:,1|3|NSUBJ 2|3|COP 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,the rest of your meal is .,,
,%mor:,det|the-Def-Art noun|rest adp|of pron|your-Prs-Gen-S2 noun|meal aux|be-Fin-Ind-Pres-S3 .,,
,%gra:,1|2|DET 2|6|NSUBJ 3|5|CASE 4|5|NMOD-POSS 5|2|NMOD 6|6|ROOT 7|6|PUNCT,,
NOP,*CHI:,s@l s@l s@l xxx .,,
,%mor:,part|s part|s part|s .,,
,%gra:,1|3|ROOT 2|1|CASE 3|1|CASE 4|1|PUNCT,,
,%com:,with the record,,
NOP,*MOT:,what comes after s@l ?,,
,%mor:,pron|what-Int-S1 verb|come-Fin-Ind-Pres-S3 adp|after part|s ?,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|2|OBL 4|3|CASE 5|2|PUNCT,,
,%add:,chi,,
NOP,*CHI:,zebra !,,
,%mor:,noun|zebra !,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,what comes after s@l ?,,
,%mor:,pron|what-Int-S1 verb|come-Fin-Ind-Pres-S3 adp|after part|s ?,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|2|OBL 4|3|CASE 5|2|PUNCT,,
,%add:,chi,,
NOP,*CHI:,zebra .,,
,%mor:,noun|zebra .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,mot,,
NOP,*MOT:,"oh , zebra .",,
,%mor:,intj|oh cm|cm noun|zebra .,,
,%gra:,1|3|DISCOURSE 2|1|PUNCT 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*MOT:,yes .,,
,%mor:,intj|yes .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,t@l .,,
,%mor:,noun|t .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*MOT:,we're doing the letter t@l .,,
,%mor:,pron|we-Prs-Nom-P1~aux|be-Fin-Ind-Pres-P1 verb|do-Part-Pres-S det|the-Def-Art noun|letter noun|t .,,
,%gra:,1|3|NSUBJ 2|3|AUX 3|6|ROOT 4|5|DET 5|3|OBJ 6|3|OBJ 7|3|PUNCT,,
NOP,*FAT:,"s@l , t@l +...",,
,%mor:,part|s cm|cm noun|t +...,,
,%gra:,1|3|CASE 2|3|PUNCT 3|3|ROOT 4|3|PUNCT,,
,%add:,chi,,
NOP,*FAT:,what comes after t@l ?,,
,%mor:,pron|what-Rel-S1 verb|come-Fin-Ind-Pres-S3 adp|after noun|t ?,,
,%gra:,1|2|NSUBJ 2|4|ROOT 3|4|CASE 4|2|OBL 5|2|PUNCT,,
NOP,*CHI:,u@l .,,
,%mor:,intj|you .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,fat,,
NOP,*FAT:,and then +...,,
,%mor:,cconj|and adv|then +...,,
,%gra:,1|2|CC 2|2|ROOT 3|2|PUNCT,,
,%add:,chi,,
NOP,*FAT:,"what comes after +""/.",,
,%mor:,"pron|what-Rel-S1 verb|come-Fin-Ind-Pres-S3 adv|after +""/.",,
,%gra:,1|2|NSUBJ 2|3|ROOT 3|2|ADVMOD 4|2|PUNCT,,
NOP,*FAT:,#ERROR!,,
,%mor:,intj|you ?,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
NOP,*CHI:,"&~a:h ah , (..) p@l .",,
,%mor:,intj|ah cm|cm noun|p .,,
,%gra:,1|3|DISCOURSE 2|1|PUNCT 3|3|ROOT 4|3|PUNCT,,
,%add:,fat,,
NOP,*FAT:,no .,,
,%mor:,intj|no .,,
,%gra:,1|1|ROOT 2|1|PUNCT,,
,%add:,chi,,
NOP,*FAT:,it's a good guess though [>] .,,
,%mor:,pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art adj|good-Pos-S1 noun|guess adv|though .,,
,%gra:,1|5|NSUBJ 2|5|COP 3|5|DET 4|5|AMOD 5|6|ROOT 6|5|ADVMOD 7|5|PUNCT,,
NOP,*CHI:,"I say p@l , p@l , p@l , p@l , p@l .",,
,%mor:,pron|I-Prs-Nom-S1 verb|say-Fin-Ind-Pres-S1 noun|p cm|cm noun|p cm|cm noun|p cm|cm noun|p cm|cm noun|p .,,
,%gra:,1|2|NSUBJ 2|11|ROOT 3|2|CCOMP 4|5|PUNCT 5|3|APPOS 6|7|PUNCT 7|3|CONJ 8|9|PUNCT 9|3|CONJ 10|3|PUNCT 11|3|APPOS 12|2|PUNCT,,
,%add:,fat,,
NOP,*MOT:,is that what the song says when it comes to the letter p@l (6.) ?,,
,%mor:,aux|be-Fin-Ind-Pres-S3 sconj|that pron|what-Rel-S1 det|the-Def-Art noun|song verb|say-Fin-Ind-Pres-S3 adv|when pron|it-Prs-Nom-S3 verb|come-Fin-Ind-Pres-S3 adp|to det|the-Def-Art noun|letter noun|p ?,,
,%gra:,1|13|ROOT 2|6|MARK 3|6|OBJ 4|5|DET 5|6|NSUBJ 6|1|CCOMP 7|9|ADVMOD 8|9|NSUBJ 9|6|ADVCL 10|13|CASE 11|13|DET 12|13|COMPOUND 13|9|OBL 14|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,let's listen to the t@l (8.) .,,
,%mor:,verb|let-Fin-Imp-S~pron|we-Prs-Acc-P1 verb|listen-Inf-S adp|to det|the-Def-Art noun|t .,,
,%gra:,1|6|ROOT 2|1|OBJ 3|1|XCOMP 4|6|CASE 5|6|DET 6|3|OBL 7|1|PUNCT,,
,%add:,chi,,
NOP,*MOT:,"what does t@l stand for , Nanette ?",,
,%mor:,pron|what-Int-S1 aux|do-Fin-Ind-Pres-S3 pron|t-Prs-Nom-S3 verb|stand-Inf-S adp|for cm|cm noun|Nanette ?,,
,%gra:,1|4|OBL 2|4|AUX 3|4|NSUBJ 4|7|ROOT 5|1|CASE 6|7|PUNCT 7|4|PARATAXIS 8|4|PUNCT,,
,%add:,chi,,
NOP,*MOT:,can you think of a word that stands for t@l ?,,
,%mor:,aux|can-Fin-S pron|you-Prs-Nom-S2 verb|think-Inf-S adp|of det|a-Ind-Art noun|word pron|that-Rel-S1 verb|stand-Fin-Ind-Pres-S3 adp|for noun|t ?,,
,%gra:,1|3|AUX 2|3|NSUBJ 3|10|ROOT 4|6|CASE 5|6|DET 6|3|OBL 7|8|NSUBJ 8|6|ACL-RELCL 9|10|CASE 10|8|OBL 11|3|PUNCT,,
NOP,*MOT:,Nanette ?,,
